Product_Url,Product_Name,Price,Rating,Review
NaN,NaN,NaN,NaN,NaN
/sspa/click?ie=UTF8&spc=MTozNTAwMTg4MjA0ODY1NDA2OjE2NzU0NDU2OTU6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675445695%26sprefix%3Dba%252Caps%252C283%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,"14,913","14,913"
/sspa/click?ie=UTF8&spc=MTozNTAwMTg4MjA0ODY1NDA2OjE2NzU0NDU2OTU6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675445695%26sprefix%3Dba%252Caps%252C283%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black","1,169",684,684
/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-195,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",899,764,764
/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-196,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",599,"3,400","3,400"
/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BR123Z9J/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-197,"ZANIC'S Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags (Pink)",747.,26,26
/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-198,Amazon Brand - Eden & Ivy Women's Sling Bag,573.,609,609
/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-199,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,483,"2,872","2,872"
/VIFITKIT-Multi-Purpose-Spacious-Storage-Compartment/dp/B0B4BLYKYB/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-200,"VIFITKIT Gym Bag for Men & Women, Duffel Bag, Multi-Purpose Bag with Spacious Storage Compartment & Durable Zipper Closure (22.5 litres, Blue & Black)",299,34,34
/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1675445695&sprefix=ba%2Caps%2C283&sr=8-201,Baggit Women's Sling Bag (Grey),666,780,780
