Product_Url,Product_Name,Price,Rating,Review
NaN,NaN,NaN,NaN,NaN
/sspa/click?ie=UTF8&spc=MToyNDI0MTc3Mjk5ODg2NTk3OjE2NzU0NDU2OTA6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675445690%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,"14,913","14,913"
/sspa/click?ie=UTF8&spc=MToyNDI0MTc3Mjk5ODg2NTk3OjE2NzU0NDU2OTA6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675445690%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black","1,169",684,684
/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-147,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,999,"1,633","1,633"
/PALAY%C2%AE-Multifunctional-Pattern-Accommodate-Shoulder/dp/B09FJZJVP8/ref=sr_1_148_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-148,PALAY® Crossbody Phone Bags For Women 3 Layers Small Multifunctional Mobile Pouch Sling Bags For Girls Latest Travel Cell Phone Purses Pouch Sport Shoulder Bag,552,276,276
/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-149,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",449,"1,215","1,215"
/NORTH-ZONE-backpack-INVALID-DATA_grey/dp/B0BH8S9QGH/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-150,NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),599,33,33
/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-151,Isle Locada by Hidesign Women's SLING BAG(MARSALA/BROWN),"1,899",353,353
/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-152,F Gear String 13 Ltr Gym Bag (Black),189,33,33
/ADISA-Womens-Sling-SL5059-CRE_Off-White/dp/B09154JPWQ/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1675445690&sprefix=ba%2Caps%2C283&sr=8-153,ADISA Women's Quilted Cross Body Sling Bag,495,"2,147","2,147"
